speeker,date,title,Average sentence length,Average word lengt,Diffaculty Index,Percentage of 'We'
Clinton,2007-02-07,Senate Floor Speech on the War in Iraq,23.49618320610687,4.6536712150747235,1.3406844106463878,1.0071474983755686
Clinton,2007-02-14,Senate Floor Remarks: No Military Action On Iran Without Congressional Authority,21.788235294117648,4.733261339092873,1.4209150326797386,3.077753779697624
Clinton,2007-03-04,Alabama,18.982142857142858,4.113828786453434,1.3648498331479422,1.881467544684854
Clinton,2007-03-06,"Remarks in the ""Equal Pay HillCast""",17.205128205128204,4.433681073025335,1.2901023890784984,1.1922503725782414
Clinton,2007-03-10,"Excerpt from Hillary Clinton's Remarks at the New Hampshire Democratic Party's ""100 Club"" Dinner",16.45,4.547112462006079,1.1225806451612903,0.303951367781155
Clinton,2007-03-14,"Remarks at the International Association of Fire Fighters Bipartisan 2008 Presidential Forum in Washington, DC",19.87912087912088,4.111387506909895,1.184782608695652,1.9900497512437811
Clinton,2007-03-15,Speech on Subprime Lending,21.434285714285714,4.354838709677419,1.2941896024464832,1.5195947747267395
Clinton,2007-04-13,"Remarks on Government Reform at St. Anselm College in Manchester, New Hampshire",19.115384615384617,4.5304554600329245,1.3584987057808455,1.5913663800987747
Clinton,2007-05-19,Speech at Dillard University in New Orleans,19.11801242236025,4.369720597790773,1.2418062636562273,1.0396361273554255
Clinton,2007-05-21,"Florida
",26.260563380281692,4.259318852239206,1.1345163136805954,1.850362027353178
Clinton,2007-05-24,Washington,22.732558139534884,4.755839727195226,1.4305843348528802,1.1935208866155158
Clinton,2007-05-29,Remarks - Modern Progressive Vision: Shared Prosperity,20.22945205479452,4.4877264262739125,1.4129901960784315,1.8960555273404436
Clinton,2007-05-31,Hillary Clinton Speech and Q&A; on Innovation,22.30701754385965,4.567046795123869,1.3491916859122401,1.8875344081793157
Clinton,2007-06-27,"Remarks at the Center for a New American Security in Washington, DC",21.695652173913043,4.771142284569138,1.446078431372549,1.6833667334669338
Clinton,2007-07-10,Iowa,19.6,4.56160954948017,1.4581164221486038,1.4632268001540238
Clinton,2007-07-24,"Speech in Portsmouth, New Hampshire on the Green Building Fund",22.07281553398058,4.252474158786013,1.2421104536489151,2.881020453045964
Clinton,2007-07-27,Remarks to the Urban League,19.3121387283237,4.25860520802155,1.2914951989026062,1.1673151750972763
Clinton,2007-08-07,Speech on Housing and the Mortgage Crisis,16.822580645161292,4.365484180249281,1.4335044330377975,1.3231064237775647
Clinton,2007-08-08,Remarks on Infrastructure,21.4251968503937,4.527747151782433,1.4826642335766422,2.2969496508636533
Clinton,2007-08-15,Iowa,26.967532467532468,4.227305562244161,1.2570652173913044,1.3484228268721405
Clinton,2007-08-20,Speech to the Veterans of Foreign Wars,24.945833333333333,4.353432436946718,1.2816310975609757,1.4865542007683312
Clinton,2007-08-23,"Speech at the Dartmouth-Hitchcock Medical Center in Lebanon, New Hampshire",21.78472222222222,4.734300286898311,1.3882755995432052,1.2113484220592923
Clinton,2007-09-15,"Remarks to the NAACP in Charleston, South Carolina",22.476190476190474,4.292950693374422,1.1833473507148864,1.9067796610169492
Clinton,2007-09-17,Iowa,21.375,4.397502765923819,1.2325335215243471,1.1695906432748537
Clinton,2007-10-04,"Remarks at the Carnegie Institution for Science in Washington, DC",21.05019305019305,4.682318415260455,1.4263462394303517,1.4306676449009537
Clinton,2007-10-08,Remarks on Economic Blueprint for the 21st Century,20.736231884057972,4.454151523623148,1.3548387096774193,1.2720156555772992
Clinton,2007-10-09,Iowa,18.47747747747748,4.372501218917601,1.405865102639296,1.4383227693807898
Clinton,2007-10-11,"Speech on College Affordability at Plymouth State University in Plymouth, New Hampshire",20.99097065462754,4.2390579632218515,1.2641831020209398,1.2259382729325734
Clinton,2007-10-16,"Remarks in Manchester, New Hampshire on Helping Parents Balance Work &amp; Family",20.869955156950674,4.239149119037387,1.1757830762038335,0.9454232917920068
Clinton,2007-10-24,Iowa,20.949074074074073,4.2289502762430935,1.2992886178861789,0.9502762430939227
Clinton,2007-11-01,Remarks on Student Activism at Wellesley College,16.919298245614034,4.25114060555786,1.3812345679012346,1.4309415180423062
Clinton,2007-11-02,"Remarks at the Granite State Independent Living Forum in Manchester, New Hampshire",17.27480916030534,4.387096774193548,1.2974619289340101,1.2372956252761822
Clinton,2007-11-05,Remarks on Comprehensive Strategy to Address the Climate and Energy Challenge,17.93076923076923,4.519805519805519,1.4528235706769554,1.3728013728013728
Clinton,2007-11-10,Iowa,18.06756756756757,4.097980553477936,1.329268292682927,2.543006731488407
Clinton,2007-11-12,Remarks via Satellite to the National Congress of American Indians Annual Convention,18.84931506849315,4.808866279069767,1.4792792792792793,0.5087209302325582
Clinton,2007-11-19,Iowa,19.325925925925926,4.546186278267536,1.4729857819905214,1.4181678804139517
Clinton,2007-11-24,Iowa,21.312,4.468468468468468,1.4530386740331491,0.9384384384384384
Clinton,2007-11-29,California,18.71707317073171,4.2121449048735995,1.307276007215875,1.7200938232994525
Clinton,2007-12-05,Remarks on Wall Street on Housing Crisis,20.28125,4.507814219678626,1.3612266112266111,1.4747963900506273
Clinton,2007-12-16,Iowa,22.080188679245282,4.114078188421278,1.1374429223744291,1.1322367015594959
Clinton,2007-12-17,Iowa,18.625,4.035123042505593,1.2216699801192843,1.4093959731543624
Clinton,2008-01-03,Iowa,25.956521739130434,4.067001675041876,0.9866888519134775,1.9262981574539362
Clinton,2008-01-04,Remarks at the New Hampshire Democratic Party 100 Club Dinner in Milford,17.078125,4.160567246111619,1.2629399585921326,2.2872827081427265
Clinton,2008-01-08,Remarks Following the New Hampshire Primary,16.275862068965516,4.095338983050848,1.2264150943396226,2.0127118644067794
Clinton,2008-01-11,Remarks on an Economic Stimulus Plan,21.01860465116279,4.159769860588626,1.2939086294416244,1.150697056870989
Clinton,2008-01-14,"Remarks at SEIU 32BJ Event Honoring the Legacy of Martin Luther King, Jr. in New York City",19.907563025210084,4.06880540312368,1.222326454033771,2.152807091599831
Clinton,2008-01-19,Nevada,20.04,4.1836327345309385,1.4439024390243902,2.3952095808383236
Clinton,2008-01-22,Remarks to Reporters on the Global Economic Crisis,25.192307692307693,4.396946564885496,1.1546052631578947,1.6793893129770994
Clinton,2008-01-24,Remarks on Solutions for the American Economy,19.082236842105264,4.355455955869678,1.329718875502008,1.9824168246853993
Clinton,2008-01-26,Remarks Following the South Carolina Primary,21.594594594594593,4.142678347934918,1.3159420289855073,2.252816020025031
Clinton,2008-01-28,Connecticut,19.633802816901408,4.070301291248207,1.292763157894737,1.6499282639885222
Clinton,2008-01-29,Florida,18.4,4.263586956521739,1.5034013605442176,2.5815217391304346
Clinton,2008-01-31,"Georgia
",19.775757575757577,4.077229543365002,1.1943510423671821,1.7468587189702727
Clinton,2008-02-05,"Remarks Following the ""Super Tuesday"" Primaries and Caucuses",20.7,4.194847020933977,1.25,2.0128824476650564
Clinton,2008-02-09,Virginia,21.951923076923077,4.2886552781427945,1.2470472440944882,1.2702584318878667
Clinton,2008-02-12,"Remarks Following the Maryland, Virginia, and District of Columbia Primaries",19.396103896103895,4.174087713424841,1.3155038759689923,2.3769668563776363
Clinton,2008-02-16,Wisconsin,21.417840375586856,4.159798334064007,1.2472906403940887,2.63042525208242
Clinton,2008-02-19,Wisconsin,17.47486033519553,4.21962915601023,1.310192023633678,1.6304347826086956
Clinton,2008-02-25,Washington,21.68586387434555,4.4500241429261225,1.3088071348940915,1.9072911636890393
Clinton,2008-03-04,Vermont,15.270588235294118,4.13020030816641,1.4723809523809523,1.848998459167951
Clinton,2008-03-17,"Remarks at The George Washingon University in Washington, DC",20.18076923076923,4.500285877644369,1.344504021447721,0.8766914427291785
Clinton,2008-03-19,Michigan,24.18095238095238,4.2682158330051205,1.2812219227313566,1.732965734541158
Clinton,2008-03-24,Pennsylvania,20.54320987654321,4.604366987179487,1.4627528367044893,0.9815705128205128
Clinton,2008-04-01,Pennsylvania,19.609756097560975,4.259950248756219,1.3716814159292035,1.297085998578536
Clinton,2008-04-04,Tennessee,17.6,4.11013986013986,1.2956521739130435,1.2237762237762237
Clinton,2008-04-05,Montana,19.96,4.236250278334446,1.1769268056228792,1.625473168559341
Clinton,2008-04-12,Indiana,17.473684210526315,4.329819277108434,1.5637065637065637,1.6566265060240966
Clinton,2008-04-15,"Remarks to the Newspaper Association of America's Annual Conference in Washington, DC",24.057471264367816,4.647157190635451,1.2124735729386893,0.7883420926899188
Clinton,2008-04-22,Pennsylvania,22.066666666666666,4.334743202416918,1.1949602122015914,1.0876132930513596
Clinton,2008-05-06,Indiana,19.55140186915888,4.032982791586998,1.185997910135841,1.4818355640535372
Clinton,2008-05-11,Virginia,24.015706806282722,4.142576847612819,1.2707920792079208,1.3516459559625027
Clinton,2008-05-13,Virginia,22.15,4.209932279909706,1.2905894519131333,1.805869074492099
Clinton,2008-05-20,Kentucky,20.650485436893202,4.23836389280677,1.3245901639344262,1.5044663845792194
Clinton,2008-05-21,Florida,20.246753246753247,4.36722257857601,1.3549848942598188,1.3470173187940988
Clinton,2008-06-01,Remarks Following the Puerto Rico Primary,19.646464646464647,4.319794344473007,1.2642607683352736,1.4910025706940875
Clinton,2008-06-03,Montana,14.084269662921349,4.16633426406063,1.4846382556987117,0.9972078181092939
Clinton,2008-06-04,"Remarks to the American Israel Public Affairs Committee Policy Conference in Washington, D.C.",19.25595238095238,4.381143740340031,1.4808282208588956,1.5146831530139104
Clinton,2008-06-07,Remarks Conceding the Democratic Presidential Nomination,22.887323943661972,4.194461538461538,1.2169167803547067,2.246153846153846
Clinton,2008-08-26,"Address at the Democratic National Convention in Denver: ""United We Can Build a Better America""",14.186046511627907,4.1389344262295085,1.299717247879359,0.8606557377049181
